gsId,name,old name,matching,shoot,type,gradeCategory,gradeRange,enrollment,parentRating,gsRating,district,districtId,districtNCESId,ncesId,address,city,gsID_census,Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,idea,percentTeachersInFirstSecondYear,plan504
102,Vallejo Mill Elementary School,,,0,public,K-5,K-6,559,4,6,Fremont Unified School District,8,614400,61440001688,"38569 Canyon Heights Drive, 
Fremont, CA  94536",Fremont,102,37.57,5.19,25.76,5.01,0.36,0.89,25.22,0,64,2232,29.7,7.9,0,1.9
103,G. M. Walters Junior High School,,,0,public,6-8,8-Jul,729,4,6,Fremont Unified School District,8,614400,61440001689,"39600 Logan Drive, 
Fremont, CA  94538",Fremont,103,32.37,4.94,39.09,3.02,0.69,1.37,18.52,0,64,2232,50.48,7.2,3,1.4
104,Warm Springs Elementary School,,,0,public,K-5,6-Mar,886,4,9,Fremont Unified School District,8,614400,61440001690,"47370 Warm Springs Boulevard, 
Fremont, CA  94539",Fremont,104,87.47,0.45,2.71,2.48,0.34,0,6.55,0,64,2232,4.74,3.2,0,2.1
105,Warwick Elementary School,,,0,public,K-5,K-6,926,4,8,Fremont Unified School District,8,614400,61440001691,"3375 Warwick Road, 
Fremont, CA  94555",Fremont,105,65.33,2.48,11.88,6.37,0.32,1.19,12.42,0,64,2232,18.36,6.1,5.6,1.2
106,Washington High School,,,0,public,9-12,12-Sep,1822,4,8,Fremont Unified School District,8,614400,61440001692,"38442 Fremont Boulevard, 
Fremont, CA  94536",Fremont,106,42.26,5.16,21.9,3.07,0.27,0.82,26.51,273,23.8,441,29.2,6.3,6.8,3.5
107,Fred E. Weibel Elementary School,,,0,public,K-5,K-6,880,4,7,Fremont Unified School District,8,614400,61440009139,"45135 South Grimmer Boulevard, 
Fremont, CA  94539",Fremont,107,85.8,0.8,3.52,2.27,0,0.91,6.7,273,23.8,441,6.02,4.1,0,2.1
108,Bowman Elementary School,,,0,public,K-5,K-6,399,4,2,Hayward Unified School District,9,616740,61674002104,"520 Jefferson Street, 
Hayward, CA  94544",Hayward,108,13.53,8.27,66.67,2.51,1,5.26,2.76,273,23.8,441,82.46,7.1,5.9,0
109,Brenkwitz High School,,,0,public,9-12,12-Sep,193,5,8,Hayward Unified School District,9,616740,61674002123,"22100 Princeton Street, 
Hayward, CA  94541",Hayward,109,3.11,15.03,64.25,2.07,0.52,3.63,11.4,45,23.8,441,79.27,15.4,16.7,0
110,Bret Harte Middle School,,,0,public,6-8,8-Jul,632,4,3,Hayward Unified School District,9,616740,61674002105,"1047 E Street, 
Hayward, CA  94540",Hayward,110,11.39,20.41,53.01,3.96,0.47,2.22,8.54,45,23.8,441,68.83,8.5,16.7,1.1
111,Burbank Elementary School,,,0,public,K-5,K-6,762,4,5,Hayward Unified School District,9,616740,61674002106,"353 B Street, 
Hayward, CA  94541",Hayward,111,7.05,8.13,77.44,2.06,0.43,1.3,3.58,45,23.8,441,79.18,4.6,3.1,0.3
112,Cesar Chavez Middle School,,,0,public,6-8,8-Jul,579,4,2,Hayward Unified School District,9,616740,61674002118,"27845 Whitman Road, 
Hayward, CA  94544",Hayward,112,15.2,8.46,67.88,0.52,0.35,3.97,3.63,45,23.8,441,85.49,7.3,16.1,0.3
113,Cherryland Elementary School,,,0,public,K-5,K-6,775,3,2,Hayward Unified School District,9,616740,61674002108,"585 Willow Avenue, 
Hayward, CA  94541",Hayward,113,2.97,5.81,85.29,2.06,0.13,1.29,2.45,45,23.8,441,88.77,3.7,2.4,0
114,East Avenue Elementary School,,,0,public,K-5,K-6,695,4,3,Hayward Unified School District,9,616740,61674002109,"2424 East Avenue, 
Hayward, CA  94541",Hayward,114,9.37,18.09,51.7,6.3,0,3.88,10.66,,,,62.84,8.8,15,0.8
115,Lorin A. Eden Elementary School,,,0,public,K-5,K-6,491,4,3,Hayward Unified School District,9,616740,61674002121,"27790 Portsmouth Avenue, 
Hayward, CA  94545",Hayward,115,38.29,11.61,39.51,4.07,0.2,4.28,2.04,,,,65.99,7.6,3.9,0.4
116,Eden Gardens Elementary School,,,0,public,K-5,K-6,566,4,4,Hayward Unified School District,9,616740,61674002110,"2184 Thayer Avenue, 
Hayward, CA  94545",Hayward,116,23.32,9.72,50.35,8.66,0.18,4.06,3.71,,,,63.43,9.7,0,0.3
117,Eldridge Elementary School,,,0,public,K-5,K-6,455,4,5,Hayward Unified School District,9,616740,61674002111,"26825 Eldridge Avenue, 
Hayward, CA  94544",Hayward,117,14.73,7.69,68.13,2.42,0.44,3.96,2.64,,,,81.32,5.8,0.9,0.3
118,Fairview Elementary School,,,0,public,K-5,K-6,566,3,3,Hayward Unified School District,9,616740,61674002113,"23515 Maud Avenue, 
Hayward, CA  94541",Hayward,118,8.66,23.14,53.89,6.18,0.53,2.12,5.48,,,,75.97,12.5,2,0.8
119,Glassbrook Elementary School,,,0,public,K-5,K-6,574,3,2,Hayward Unified School District,9,616740,61674002114,"975 Schafer Road, 
Hayward, CA  94544",Hayward,119,5.57,4.36,85.37,1.22,0,2.26,1.22,,,,90.07,7.6,10.4,0.7
120,Harder Elementary School,,,0,public,K-5,K-6,619,3,2,Hayward Unified School District,9,616740,61674002115,"495 Wyeth Road, 
Hayward, CA  94544",Hayward,120,10.34,4.68,77.38,1.78,0.65,3.23,1.94,,,,86.91,6.9,16.4,0
121,Hayward High School,,,0,public,9-12,12-Sep,1580,3,4,Hayward Unified School District,9,616740,61674002116,"1633 East Avenue, 
Hayward, CA  94541",Hayward,121,9.87,16.39,59.87,1.84,0.19,3.48,8.35,177,18.8,198,75.19,7.4,14.8,0.6
122,Faith Ringgold School of Arts and Science,,,0,public,K-8,K-8,153,4,3,Hayward Unified School District,9,616740,61674005622,"1570 Ward Street, 
Hayward, CA  94541",Hayward,122,9.15,12.42,60.78,7.84,1.31,1.96,6.54,177,18.8,198,75.16,2.9,6.8,0
124,"Martin Luther King, Jr. Middle School",,,0,public,6-8,8-Jul,829,4,6,Hayward Unified School District,9,616740,61674002107,"26890 Holly Hill Avenue, 
Hayward, CA  94545",Hayward,124,18.24,8.94,64.75,1.1,0.61,2.69,3.67,177,18.8,198,81.64,8.6,13.5,0
125,Longwood Elementary School,,,0,public,K-5,K-6,726,4,2,Hayward Unified School District,9,616740,61674002120,"850 Longwood Avenue, 
Hayward, CA  94541",Hayward,125,6.61,7.85,77.55,2.2,0.41,2.34,3.03,177,18.8,198,88.15,6.3,3.9,0.3
127,Mount Eden High School,,,0,public,9-12,12-Sep,2009,3,6,Hayward Unified School District,9,616740,61674002124,"2300 Panama Street, 
Hayward, CA  94545",Hayward,127,27.33,9.56,51.82,1.44,0.3,3.53,6.02,176,10.3,112,69.24,8,14.3,0
129,Anthony W. Ochoa Middle School,,,0,public,6-8,8-Jul,636,4,5,Hayward Unified School District,9,616740,61674009847,"2121 Depot Road, 
Hayward, CA  94545",Hayward,129,21.38,8.49,57.08,2.52,0.47,3.93,6.13,176,10.3,112,73.74,10.9,10.3,0.6
130,Palma Ceia Elementary School,,,0,public,K-5,K-6,591,3,6,Hayward Unified School District,9,616740,61674002126,"27679 Melbourne Avenue, 
Hayward, CA  94545",Hayward,130,23.69,6.94,58.21,3.89,0.34,3.89,3.05,176,10.3,112,79.02,6.2,11.6,0
131,Park Elementary School,,,0,public,K-5,K-6,580,3,3,Hayward Unified School District,9,616740,61674002127,"411 Larchmont Street, 
Hayward, CA  94540",Hayward,131,13.62,9.14,66.9,3.97,0.34,3.62,2.41,176,10.3,112,83.45,4,5.6,0
132,Ruus Elementary School,,,0,public,K-5,K-6,568,4,3,Hayward Unified School District,9,616740,61674002129,"28027 Dickens Avenue, 
Hayward, CA  94540",Hayward,132,23.24,4.75,60.56,4.4,0,4.4,2.64,176,10.3,112,79.58,6.8,15.7,0
133,Schafer Park Elementary School,,,0,public,K-5,K-6,735,3,5,Hayward Unified School District,9,616740,61674002130,"26268 Flamingo Avenue, 
Hayward, CA  94544",Hayward,133,6.53,4.22,77.96,2.86,0,4.49,3.95,176,10.3,112,84.35,12.6,0,0
135,Southgate Elementary School,,,0,public,K-5,K-6,687,4,7,Hayward Unified School District,9,616740,61674002132,"26601 Calaroga Avenue, 
Hayward, CA  94545",Hayward,135,27.22,9.46,44.83,5.97,0.87,5.82,5.82,176,10.3,112,58.95,8.8,7.6,0
136,Strobridge Elementary School,,,0,public,K-5,K-6,598,3,2,Hayward Unified School District,9,616740,61674008855,"21400 Bedford Drive, 
Castro Valley, CA  94546",Castro Valley,136,6.02,13.38,67.06,4.68,0.33,2.51,6.02,176,10.3,112,81.61,8.9,3.8,0
137,Tennyson High School,,,0,public,9-12,12-Sep,1294,3,2,Hayward Unified School District,9,616740,61674002135,"27035 Whitman Road, 
Hayward, CA  94544",Hayward,137,14.91,7.5,69.32,0.54,0.23,4.4,3.09,160,16.4,83,82.92,10.5,6.1,0.2
138,Treeview Elementary,,,0,public,K-5,K-6,507,4,3,Hayward Unified School District,9,616740,61674002136,"30565 Treeview Street, 
Hayward, CA  94544",Hayward,138,21.89,14,53.25,3.16,0.79,2.56,4.34,160,16.4,83,68.64,4.8,7.5,0
139,Tyrrell Elementary School,Tyrrell Elementary School,10/22/2004,1,public,K-5,K-6,735,3,3,Hayward Unified School District,9,616740,61674008146,"27000 Tyrrell Avenue, 
Hayward, CA  94540",Hayward,139,6.94,3.95,83.81,1.09,0.41,2.86,0.95,160,16.4,83,91.97,4,0,0
140,Winton Middle School,,,0,public,6-8,8-Jul,529,3,4,Hayward Unified School District,9,616740,61674002137,"119 Winton Avenue, 
Hayward, CA  94540",Hayward,140,7.41,9.55,73.68,0.97,0.58,3.12,4.68,160,16.4,83,89.08,7.8,7.7,0.3
143,Arroyo Seco Elementary School,,,0,public,K-5,K-5,630,4,6,Livermore Valley Joint Unified School District,10,622110,62211002620,"5280 Irene Way, 
Livermore, CA  94550",Livermore,143,7.09,2.42,32.05,11.59,0,0,46.86,160,16.4,83,23.51,14.1,5.2,1.4
144,Andrew N. Christensen Middle School,,,0,public,6-8,8-Jun,615,4,7,Livermore Valley Joint Unified School District,10,622110,62211002618,"5757 Haggin Oaks Avenue, 
Livermore, CA  94551",Livermore,144,13.66,2.11,26.18,5.37,0.81,0.49,51.38,160,16.4,83,20,14.1,16.8,4.3
145,Leo R. Croce Elementary School,,,0,public,K-5,PK-5,594,4,4,Livermore Valley Joint Unified School District,10,622110,62211000052,"5650 Scenic Avenue, 
Livermore, CA  94551",Livermore,145,10.1,1.18,29.29,9.09,0,0.17,50.17,160,16.4,83,21.89,32.9,6,0.5
146,Del Valle Continuation High School,,,0,public,6-12,12-Jul,132,5,4,Livermore Valley Joint Unified School District,10,622110,62211002621,"2253 Fifth Street, 
Livermore, CA  94550",Livermore,146,4.55,2.27,46.21,4.55,0,0.76,41.67,0,16.4,83,51.52,7.2,16.2,0
147,East Avenue Middle School,,,0,public,6-8,8-Jun,624,4,6,Livermore Valley Joint Unified School District,10,622110,62211002623,"3951 East Avenue, 
Livermore, CA  94550",Livermore,147,9.82,2.74,31.08,6.28,0.32,0,49.76,0,16.4,83,28.82,13.4,4.1,1.1
148,Granada High School,,,0,public,9-12,12-Sep,2059,4,8,Livermore Valley Joint Unified School District,10,622110,62211002626,"400 Wall Street, 
Livermore, CA  94550",Livermore,148,9.96,1.55,24.58,7.29,0.34,0.34,55.95,479,28.5,542,15.06,9.8,9.1,2.9
149,Jackson Avenue Elementary School,,,0,public,K-5,K-5,501,4,6,Livermore Valley Joint Unified School District,10,622110,62211002627,"554 Jackson Avenue, 
Livermore, CA  94550",Livermore,149,8.78,1.2,41.12,7.39,0.4,0.4,40.72,479,28.5,542,41.72,12.6,4.5,0.7
151,Livermore High School,,,0,public,9-12,12-Sep,1794,4,8,Livermore Valley Joint Unified School District,10,622110,62211002630,"600 Maple Street, 
Livermore, CA  94550",Livermore,151,8.97,1.78,29.32,6.41,0.28,0.5,52.73,265,24.2,397,20.35,9.7,2.5,1.8
152,Marylin Avenue Elementary School,,,0,public,K-5,K-5,442,4,4,Livermore Valley Joint Unified School District,10,622110,62211002631,"800 Marylin Avenue, 
Livermore, CA  94551",Livermore,152,6.11,1.36,77.38,2.71,0.23,0.23,11.99,265,24.2,397,78.73,11.5,4.6,0
153,William Mendenhall Middle School,,,0,public,6-8,8-Jun,948,4,8,Livermore Valley Joint Unified School District,10,622110,62211002636,"1701 El Padro Drive, 
Livermore, CA  94550",Livermore,153,9.28,0.63,17.51,7.28,0.21,0.53,64.56,265,24.2,397,9.92,8.8,9.2,4.1
154,Joe Michell K-8 School,,,0,public,K-8,K-8,645,4,6,Livermore Valley Joint Unified School District,10,622110,62211002628,"1001 Elaine Avenue, 
Livermore, CA  94550",Livermore,154,9.77,1.09,35.81,10.08,0.16,0.78,42.33,265,24.2,397,30.7,12.6,8.1,0.4
156,Junction Avenue K-8 School,,,0,public,K-8,K-8,836,5,4,Livermore Valley Joint Unified School District,10,622110,62211002622,"298 Junction Avenue, 
Livermore, CA  94551",Livermore,156,5.38,0.96,70.45,3.11,0.24,0.48,19.38,265,24.2,397,63.04,16.3,16.5,0.9
157,Rancho Las Positas Elementary School,,,0,public,K-5,K-5,542,5,6,Livermore Valley Joint Unified School District,10,622110,62211002632,"401 East Jack London Boulevard, 
Livermore, CA  94551",Livermore,157,8.12,2.21,34.13,11.25,0.18,0,44.1,265,24.2,397,20.66,15.4,0,0
158,Emma C. Smith Elementary School,,,0,public,K-5,K-5,735,4,8,Livermore Valley Joint Unified School District,10,622110,62211002624,"391 Ontario Drive, 
Livermore, CA  94550",Livermore,158,13.33,0.68,18.5,12.24,0.14,0.27,54.83,265,24.2,397,10.2,11.7,0,0.5
159,Sunset Elementary School,,,0,public,K-5,K-5,773,5,9,Livermore Valley Joint Unified School District,10,622110,62211002635,"1671 Frankfurt Way, 
Livermore, CA  94550",Livermore,159,6.86,0.26,16.69,8.15,0.39,0.26,67.4,265,24.2,397,4.14,13.2,0,1.3
160,Mountain House Elementary School,,,0,public,K-8,K-8,19,3,4,Mountain House Elementary School District,11,626130,62613003910,"3950 Mountain House Road, 
Byron, CA  94514",Byron,160,0,0,42.11,0,10.53,0,47.37,265,24.2,397,68.42,18.6,0,0
161,Alvarado Elementary School,,,0,public,K-5,K-5,839,3,6,New Haven Unified School District,12,626910,62691004065,"31100 Fredi Street, 
Union City, CA  94587",Union City,161,56.14,5.72,25.15,6.2,0.24,1.67,4.89,265,24.2,397,48.87,8.6,0,0.2
162,Alvarado Middle School,,,0,public,6-8,8-Jun,1400,4,6,New Haven Unified School District,12,626910,62691004066,"31604 Alvarado Boulevard, 
Union City, CA  94587",Union City,162,60.11,7.38,18.88,5.75,0,2.27,5.61,265,24.2,397,35.63,9.1,5.7,1.6
165,Cesar Chavez Middle School,,,0,public,6-8,8-Jun,1284,4,3,New Haven Unified School District,12,626910,62691004073,"2801 Hop Ranch Road, 
Union City, CA  94587",Union City,165,24.38,5.22,59.03,3.43,0.23,2.1,5.61,265,24.2,397,55.37,10.3,4.7,0.9
168,Hillview Crest Elementary School,,,0,public,K-5,K-5,604,3,3,New Haven Unified School District,12,626910,62691004071,"31410 Wheelon Avenue, 
Hayward, CA  94544",Hayward,168,14.4,6.95,66.56,4.47,1.66,2.15,3.81,265,24.2,397,70.86,9.2,0,0.3
169,Tom Kitayama Elementary School,,,0,public,K-5,K-5,876,5,6,New Haven Unified School District,12,626910,62691007480,"1959 Sunsprite Drive, 
Union City, CA  94587",Union City,169,37.56,4.79,40.64,5.94,0.46,1.71,8.9,265,24.2,397,42.35,8.4,0,0.9
170,James Logan high school,,,0,public,9-12,12-Sep,3900,4,7,New Haven Unified School District,12,626910,62691004072,"1800 H Street, 
Union City, CA  94587",Union City,170,44.16,7.8,33.98,4.64,0.24,3.19,5.98,562,25.6,774,41.18,8.3,2.5,1
171,Pioneer Elementary School,,,0,public,K-5,K-5,838,4,5,New Haven Unified School District,12,626910,62691007795,"32737 Bel Aire Street, 
Union City, CA  94587",Union City,171,57.04,6.21,19.57,5.85,0.12,1.91,9.31,562,25.6,774,33.29,8.2,0,0.5
172,Searles Elementary School,,,0,public,K-5,K-5,699,4,3,New Haven Unified School District,12,626910,62691004074,"33629 15th Street, 
Union City, CA  94587",Union City,172,16.74,4.86,66.95,3.86,1.14,3,3.43,562,25.6,774,63.09,6.9,0,0.6
173,Bridgepoint High (Continuation) School,,,0,public,9-12,12-Sep,76,5,2,Newark Unified School District,13,627060,62706004080,"35753 Cedar Boulevard, 
Newark, CA  94560",Newark,173,7.89,7.89,68.42,1.32,0,2.63,11.84,0,25.6,774,60.53,13.7,0,2
174,Birch Grove Primary,,,0,public,K-5,K-6,400,4,6,Newark Unified School District,13,627060,62706004079,"6071 Smith Avenue, 
Newark, CA  94560",Newark,174,38.4,5.94,28.57,7.05,0.37,2.23,17.44,0,25.6,774,23.75,8.7,0,0.7
175,James A. Graham Elementary School,,,0,public,K-5,K-6,404,3,3,Newark Unified School District,13,627060,62706004081,"36270 Cherry Street, 
Newark, CA  94560",Newark,175,11.39,2.23,72.52,3.96,0.5,2.48,6.93,0,25.6,774,67.57,13.4,1.1,0
176,John F. Kennedy Elementary School,,,0,public,K-5,K-6,348,4,6,Newark Unified School District,13,627060,62706004082,"35430 Blackburn Drive, 
Newark, CA  94560",Newark,176,18.1,2.3,40.23,11.21,0,2.01,26.15,0,25.6,774,24.71,10.2,12.5,1.7
177,Lincoln Elementary School,,,0,public,K-5,K-6,404,4,8,Newark Unified School District,13,627060,62706004083,"36111 Bettencourt Street, 
Newark, CA  94560",Newark,177,17.57,3.22,50.99,7.43,0.25,2.48,18.07,0,25.6,774,41.83,11.2,1,1
178,Birch Grove Intermediate,,,0,public,K-5,6-Mar,475,3,6,Newark Unified School District,13,627060,62706004086,"37490 Birch Street, 
Newark, CA  94560",Newark,178,26.27,5.08,60.17,1.98,0.28,1.41,4.8,0,25.6,774,65.25,12.6,0,1
179,E. L. Musick Elementary School,,,0,public,K-5,K-6,299,3,4,Newark Unified School District,13,627060,62706004087,"5735 Musick Avenue, 
Newark, CA  94560",Newark,179,19.06,3.68,61.87,3.68,0,2.34,9.36,0,25.6,774,65.55,15.2,7.9,0.6
180,Newark Memorial High School,,,0,public,9-12,12-Sep,1767,3,6,Newark Unified School District,13,627060,62706004085,"39375 Cedar Boulevard, 
Newark, CA  94560",Newark,180,23.49,5.09,49.58,3.17,0.4,1.87,16.41,0,22.2,315,42.11,12.7,1.3,0.8
181,Newark Junior High School,,,0,public,6-8,8-Jul,935,4,4,Newark Unified School District,13,627060,62706007796,"6201 Lafayette Avenue, 
Newark, CA  94560",Newark,181,19.57,6.74,52.73,3.53,0.21,1.71,15.51,0,22.2,315,48.56,17.2,0.6,1
182,August Schilling Elementary School,,,0,public,K-5,K-6,465,4,3,Newark Unified School District,13,627060,62706004090,"36901 Spruce Street, 
Newark, CA  94560",Newark,182,10.97,3.01,76.77,3.23,0,1.94,4.09,0,22.2,315,74.19,13.7,4.3,0.3
183,H. A. Snow Elementary School,,,0,public,K-5,K-6,377,4,4,Newark Unified School District,13,627060,62706004092,"6580 Mirabeau Drive, 
Newark, CA  94560",Newark,183,21.49,3.18,54.38,7.16,0,2.39,11.41,0,22.2,315,50.13,17.7,1,1
184,Allendale Elementary School,,,0,public,K-5,K-5,374,3,1,Oakland Unified School District,14,628050,62805004238,"3670 Penniman Avenue, 
Oakland, CA  94619",Oakland,184,16.58,29.14,46.26,2.41,0.27,0.53,4.81,0,22.2,315,85.83,8.3,12.5,0.5
185,American Indian Public Charter School,,,0,charter,6-8,8-Jun,131,4,9,Oakland Unified School District,14,628050,62805005673,"171 12th Street, 
Oakland, CA  94607",Oakland,185,42.75,19.08,30.53,0.76,0,0.76,6.11,0,22.2,315,83.97,2.6,55.6,0
186,Bella Vista Elementary School,,,0,public,K-5,K-5,462,4,5,Oakland Unified School District,14,628050,62805004241,"1025 East 28th Street, 
Oakland, CA  94610",Oakland,186,46.97,24.46,19.48,4.11,0.43,0.22,4.33,0,22.2,315,86.36,14.1,0,0.4
187,Edna Brewer Middle School,,,0,public,6-8,8-Jun,817,4,6,Oakland Unified School District,14,628050,62805004299,"3748 13th Avenue, 
Oakland, CA  94610",Oakland,187,31.09,25.34,21.42,7.83,0.98,0.12,13.22,0,22.2,315,62.55,14.5,33,0.5
188,Brookfield Elementary School,,,0,public,K-5,K-5,362,3,1,Oakland Unified School District,14,628050,62805004243,"401 Jones Avenue, 
Oakland, CA  94603",Oakland,188,3.59,25.14,64.09,1.1,0,3.87,2.21,0,22.2,315,81.77,16.1,4.5,0
191,Burckhalter Elementary School,,,0,public,K-5,K-5,269,5,4,Oakland Unified School District,14,628050,62805004245,"3994 Burckhalter Avenue, 
Oakland, CA  94605",Oakland,191,7.06,67.66,14.13,6.32,0.37,2.97,1.49,0,22.2,315,85.5,16.4,12.5,0
194,Chabot Elementary School,,,0,public,K-5,K-5,567,5,9,Oakland Unified School District,14,628050,62805004239,"6686 Chabot Road, 
Oakland, CA  94618",Oakland,194,6.7,8.47,10.76,15.34,0.18,0.35,58.2,0,22.2,315,14.11,6.7,26.1,1.8
195,Claremont Middle School,,,0,public,6-8,8-Jun,448,4,6,Oakland Unified School District,14,628050,62805004250,"5750 College Avenue, 
Oakland, CA  94618",Oakland,195,9.33,41.63,18.42,8.37,0,0.24,22.01,0,22.2,315,56.94,16.7,26.7,0.4
196,Cleveland Elementary School,,,0,public,K-5,K-5,408,5,7,Oakland Unified School District,14,628050,62805004251,"745 Cleveland Street, 
Oakland, CA  94606",Oakland,196,40.44,19.12,12.25,14.22,0,0.49,13.48,0,22.2,315,58.33,7.1,6.7,0
199,Crocker Highlands Elementary School,,,0,public,K-5,K-5,450,4,10,Oakland Unified School District,14,628050,62805004253,"525 Midcrest Road, 
Oakland, CA  94610",Oakland,199,7.33,10.67,8.89,12.67,0,0,60.44,0,22.2,315,8.67,7.4,6.7,0
200,Dewey Academy,,,0,public,9-12,12-Sep,201,5,8,Oakland Unified School District,14,628050,62805004255,"1111 2nd Avenue, 
Oakland, CA  94606",Oakland,200,10.95,36.32,47.76,2.49,1,0.5,1,9,22.2,315,74.63,9.5,12.5,0.8
202,Emerson Elementary School,,,0,public,K-5,K-5,314,4,1,Oakland Unified School District,14,628050,62805004260,"4803 Lawton Avenue, 
Oakland, CA  94609",Oakland,202,9.55,51.27,18.47,6.37,0.64,0,13.69,9,22.2,315,78.34,17.4,0,0
203,Rudsdale Continuation School,,,0,public,9-12,12-Sep,158,4,1,Oakland Unified School District,14,628050,62805007326,"8251 Fontaine Street, 
Oakland, CA  94605",Oakland,203,1.9,43.67,51.27,0.63,0,1.27,1.27,4,22.2,315,71.52,8.8,20,0
205,Franklin Elementary School,,,0,public,K-5,K-5,750,5,4,Oakland Unified School District,14,628050,62805004261,"915 Foothill Boulevard, 
Oakland, CA  94606",Oakland,205,56.67,14,22.27,3.87,0.4,0.4,2.4,4,22.2,315,90.4,8.3,14.7,0
207,Frick Middle School,,,0,public,6-8,8-Jun,204,4,1,Oakland Unified School District,14,628050,62805004263,"2845 64th Avenue, 
Oakland, CA  94605",Oakland,207,3.92,51.47,42.65,0.49,0,1.47,0,4,22.2,315,93.63,16.7,8.7,0
208,Fruitvale Elementary School,,,0,public,K-5,K-5,374,4,1,Oakland Unified School District,14,628050,62805004264,"3200 Boston Avenue, 
Oakland, CA  94602",Oakland,208,16.31,29.41,40.91,4.01,1.6,1.07,6.68,4,22.2,315,86.9,9.9,10,0
209,Garfield Elementary School,,,0,public,K-5,K-5,606,4,2,Oakland Unified School District,14,628050,62805004265,"1640 22nd Avenue, 
Oakland, CA  94606",Oakland,209,32.34,16.17,45.38,2.64,0.33,0.99,2.15,4,22.2,315,94.55,8.3,4,0
210,Glenview Elementary School,,,0,public,K-5,K-5,452,5,6,Oakland Unified School District,14,628050,62805004266,"4215 La Cresta Avenue, 
Oakland, CA  94602",Oakland,210,15.04,20.13,16.15,11.73,0,0.22,36.73,4,22.2,315,36.06,7.5,0,0
212,Grass Valley Elementary School,,,0,public,K-5,K-5,274,4,2,Oakland Unified School District,14,628050,62805004269,"4720 Dunkirk Avenue, 
Oakland, CA  94605",Oakland,212,3.65,69.71,17.88,4.38,0,2.55,1.82,4,22.2,315,71.17,7.8,10.4,0.8
213,Bret Harte Middle School,,,0,public,6-8,9-Jun,550,4,2,Oakland Unified School District,14,628050,62805004242,"3700 Coolidge Avenue, 
Oakland, CA  94602",Oakland,213,18.18,34.92,29.75,5.17,0.62,2.07,9.3,4,22.2,315,78.72,16.6,15.2,0.3
216,New Highland Academy,,,0,public,K-5,K-5,358,5,1,Oakland Unified School District,14,628050,62805004274,"8521 A Street, 
Oakland, CA  94621",Oakland,216,2.51,13.13,81.84,1.12,0,0.56,0.84,4,22.2,315,93.85,6.7,0,1.3
217,Hillcrest Elementary School,,,0,public,K-8,K-8,366,4,9,Oakland Unified School District,14,628050,62805004275,"30 Marguerite Drive, 
Oakland, CA  94618",Oakland,217,10.93,7.92,7.65,15.3,0,0,58.2,4,22.2,315,5.46,7.8,6.9,0
218,Hoover Elementary School,,,0,public,K-5,K-5,293,3,1,Oakland Unified School District,14,628050,62805004276,"890 Brockhurst Street, 
Oakland, CA  94608",Oakland,218,6.48,45.05,40.27,2.73,0.68,0.34,4.44,4,22.2,315,93.86,4.3,0,0
219,Howard Elementary School,,,0,public,K-5,K-5,220,4,2,Oakland Unified School District,14,628050,62805004249,"8755 Fontaine Street, 
Oakland, CA  94605",Oakland,219,5,61.36,21.36,5,0.91,2.27,4.09,4,22.2,315,86.82,15.8,11.4,0
221,Kaiser Elementary School,,,0,public,K-5,K-5,265,5,7,Oakland Unified School District,14,628050,62805004273,"25 South Hill Court, 
Oakland, CA  94618",Oakland,221,9.06,25.28,17.74,16.6,0.75,0,30.57,4,22.2,315,23.77,7.2,0,0
222,"Martin Luther King, Jr. Elementary School",,,0,public,K-5,PK-3,307,4,2,Oakland Unified School District,14,628050,62805004297,"960 Tenth Street, 
Oakland, CA  94607",Oakland,222,14.98,57,9.12,8.47,0,1.95,8.47,4,22.2,315,94.14,19.9,18.8,0
224,La Escuelita Elementary School,,,0,public,K-8,K-8,359,5,2,Oakland Unified School District,14,628050,62805004284,"1100 Third Avenue, 
Oakland, CA  94606",Oakland,224,18.94,14.76,62.12,1.39,0,0,2.79,4,22.2,315,86.63,7.8,9.1,0.8
225,Lafayette Elementary School,,,0,public,K-5,5-Feb,214,3,1,Oakland Unified School District,14,628050,62805004285,"991 14th Street, 
Oakland, CA  94607",Oakland,225,9.35,59.81,20.09,3.27,0,1.4,6.07,4,22.2,315,91.59,14.2,5.9,0.6
228,Laurel Elementary School,,,0,public,K-5,K-5,559,5,2,Oakland Unified School District,14,628050,62805004287,"3750 Brown Avenue, 
Oakland, CA  94619",Oakland,228,28.62,37.21,23.43,4.11,0,1.79,4.83,4,22.2,315,75.31,6.8,9.1,0
230,Lincoln Elementary School,,,0,public,K-5,K-5,608,4,7,Oakland Unified School District,14,628050,62805004289,"225 11th Street, 
Oakland, CA  94607",Oakland,230,80.81,7.84,4.05,3.92,0,0.27,3.11,4,22.2,315,70,5.5,7.4,0
234,Madison Park Academy 6-12,,,0,public,6-12,12-Jun,691,4,3,Oakland Unified School District,14,628050,62805004278,"400 Capistrano Drive, 
Oakland, CA  94603",Oakland,234,2.32,13.89,81.19,0.58,0,1.16,0.87,4,28.8,0,96.96,13,35.3,0
